"primary_key","sports"
62723,"club604"
62726,"club402"
62730,"club204"
62731,"club242"
62738,"club403"
62748,"club209"
62760,"club402"
62761,"club402"
62764,"club405"
62767,"club123"
62783,"club115"
62784,"club127"
62807,"club108"
62845,"club109"
62848,"club132"
62874,"club256"
62879,"club109"
62886,"club102"
62890,"club109"
62892,"club126"
62894,"club126"
62898,"club106"
62899,"club106"
62903,"club102"
62906,"club106"
62907,"club102"
62910,"club102"
62911,"club105"
62912,"club102"
62914,"club138"
62915,"club106"
62917,"club138"
62919,"club122"
62920,"club122"
62923,"club102"
62924,"club136"
62926,"club107"
62928,"club106"
62929,"club122"
62932,"club102"
62934,"club106"
62935,"club107"
62936,"club102"
62941,"club106"
62945,"club124"
62947,"club122"
62949,"club102"
62950,"club113"
62951,"club136"
62953,"club102"
62954,"club102"
62955,"club113"
62957,"club138"
62958,"club124"
62962,"club106"
62963,"club122"
62966,"club102"
62970,"club102"
62971,"club102"
62973,"club102"
62974,"club102"
62975,"club107"
62977,"club113"
62979,"club102"
62980,"club124"
62983,"club124"
62985,"club105"
62986,"club124"
62987,"club102"
62992,"club102"
62994,"club122"
62996,"club102"
63015,"club401"
63019,"club125"
63026,"club103"
63049,"club105"
63052,"club111"
63053,"club111"
63057,"club111"
63058,"club410"
63060,"club111"
63061,"club604"
63072,"club102"
63095,"club111"
63103,"club111"
63135,"club401"
63138,"club221"
63148,"club107"
63156,"club604"
63158,"club125"
63159,"club115"
63168,"club107"
63169,"club101"
63176,"club106"
63177,"club101"
63178,"club106"
63182,"club107"
63183,"club107"
63186,"club107"
63187,"club107"
63192,"club132"
63218,"club113"
63229,"club107"
63230,"club102"
63231,"club102"
63232,"club107"
63238,"club103"
63241,"club102"
63243,"club102"
63247,"club111"
63255,"club111"
63263,"club402"
63268,"club210"
63285,"club402"
63293,"club115"
63320,"club117"
63322,"club112"
63323,"club112"
63327,"club101"
63328,"club106"
63330,"club201"
63331,"club101"
63332,"club101"
63333,"club112"
63334,"club108"
63335,"club106"
63336,"club106"
63337,"club106"
63338,"club124"
63341,"club112"
63342,"club112"
63343,"club106"
63345,"club110"
63349,"club106"
63350,"club106"
63358,"club112"
63359,"club110"
63360,"club201"
63363,"club101"
63365,"club112"
63366,"club110"
63367,"club201"
63370,"club106"
63371,"club112"
63376,"club106"
63377,"club201"
63379,"club110"
63382,"club110"
63384,"club110"
63386,"club110"
63388,"club112"
63390,"club201"
63391,"club201"
63393,"club110"
63395,"club106"
63396,"club110"
63397,"club106"
63398,"club201"
63399,"club106"
63401,"club112"
63402,"club106"
63404,"club106"
63405,"club112"
63406,"club106"
63407,"club110"
63410,"club112"
63411,"club106"
63412,"club108"
63417,"club106"
63418,"club101"
63419,"club106"
63420,"club110"
63422,"club201"
63423,"club106"
63424,"club112"
63425,"club110"
63426,"club106"
63428,"club106"
63429,"club124"
63431,"club124"
63435,"club201"
63440,"club110"
63441,"club112"
63442,"club112"
63446,"club106"
63448,"club112"
63449,"club106"
63450,"club106"
63451,"club112"
63453,"club112"
63456,"club112"
63457,"club112"
63464,"club106"
63467,"club201"
63470,"club101"
63476,"club106"
63479,"club108"
63483,"club106"
63485,"club101"
63488,"club106"
63489,"club124"
63490,"club124"
63491,"club201"
63492,"club101"
63494,"club112"
63497,"club125"
63511,"club125"
63525,"club408"
63529,"club111"
63537,"club420"
63557,"club123"
63566,"club604"
63574,"club109"
63582,"club111"
63596,"club105"
63604,"club108"
63605,"club123"
63606,"club132"
63611,"club108"
63614,"club108"
63617,"club108"
63631,"club102"
63632,"club102"
63633,"club102"
63635,"club102"
63637,"club105"
63639,"club106"
63640,"club102"
63643,"club111"
63644,"club106"
63645,"club106"
63661,"club123"
63671,"club402"
63676,"club408"
63687,"club102"
63688,"club102"
63690,"club106"
63691,"club106"
63693,"club108"
63696,"club110"
63697,"club604"
63699,"club106"
63700,"club107"
63702,"club108"
63706,"club107"
63714,"club106"
63717,"club108"
63718,"club106"
63724,"club113"
63726,"club413"
63736,"club402"
63740,"club218"
63747,"club105"
63749,"club111"
63751,"club201"
63795,"club410"
63809,"club111"
63823,"club125"
63826,"club115"
63831,"club117"
63853,"club111"
63860,"club403"
63861,"club105"
63870,"club124"
63872,"club403"
63875,"club402"
63879,"club119"
63921,"club107"
63922,"club107"
63926,"club101"
63931,"club105"
63932,"club105"
63933,"club105"
63935,"club105"
63940,"club112"
63941,"club107"
63944,"club108"
63946,"club112"
63947,"club105"
63959,"club420"
63979,"club109"
63995,"club115"
64001,"club117"
64011,"club133"
64014,"club133"
64016,"club103"
64022,"club211"
64023,"club103"
64026,"club111"
64028,"club103"
64037,"club604"
64052,"club111"
64055,"club101"
64058,"club103"
64064,"club101"
64065,"club103"
64066,"club123"
64067,"club103"
64069,"club413"
64071,"club101"
64074,"club103"
64075,"club109"
64092,"club113"
64096,"club102"
64097,"club107"
64098,"club134"
64099,"club106"
64100,"club107"
64101,"club102"
64102,"club102"
64106,"club115"
64107,"club107"
64111,"club106"
64112,"club113"
64113,"club107"
64115,"club102"
64116,"club106"
64118,"club102"
64119,"club134"
64120,"club107"
64121,"club106"
64122,"club102"
64123,"club107"
64124,"club102"
64125,"club107"
64126,"club124"
64127,"club106"
64129,"club106"
64133,"club134"
64134,"club106"
64135,"club102"
64136,"club102"
64137,"club102"
64139,"club102"
64140,"club115"
64142,"club102"
64143,"club102"
64145,"club107"
64150,"club111"
64152,"club121"
64153,"club117"
64154,"club116"
64157,"club112"
64159,"club114"
64160,"club121"
64161,"club110"
64166,"club116"
64169,"club117"
64174,"club112"
64175,"club105"
64179,"club110"
64180,"club110"
64183,"club110"
64188,"club110"
64189,"club110"
64190,"club121"
64193,"club121"
64194,"club116"
64196,"club108"
64198,"club105"
64202,"club112"
64204,"club110"
64208,"club110"
64212,"club117"
64213,"club110"
64214,"club117"
64215,"club108"
64230,"club111"
64238,"club402"
64256,"club404"
64259,"club109"
64260,"club109"
64261,"club123"
64262,"club111"
64268,"club105"
64282,"club109"
64310,"club109"
64313,"club108"
64317,"club101"
64319,"club108"
64324,"club108"
64332,"club108"
64338,"club209"
64348,"club129"
64354,"club111"
64358,"club211"
64363,"club128"
64376,"club108"
64377,"club101"
64383,"club102"
64384,"club102"
64386,"club125"
64388,"club101"
64390,"club125"
64391,"club102"
64393,"club102"
64395,"club105"
64396,"club101"
64397,"club101"
64398,"club101"
64399,"club102"
64400,"club101"
64413,"club128"
64421,"club132"
64422,"club408"
64424,"club102"
64433,"club102"
64436,"club102"
64437,"club102"
64442,"club131"
64447,"club102"
64451,"club101"
64452,"club103"
64453,"club103"
64454,"club107"
64455,"club101"
64458,"club101"
64462,"club101"
64463,"club105"
64464,"club101"
64466,"club103"
64469,"club105"
64473,"club101"
64474,"club103"
64476,"club119"
64481,"club115"
64486,"club136"
64513,"club102"
64529,"club108"
64547,"club105"
64549,"club605"
64559,"club404"
64576,"club101"
64589,"club111"
64593,"club125"
64599,"club115"
64617,"club211"
64619,"club105"
64621,"club410"
64628,"club124"
64631,"club111"
64632,"club119"
64634,"club107"
64646,"club123"
64651,"club109"
64652,"club102"
64654,"club105"
64655,"club102"
64656,"club106"
64659,"club102"
64660,"club102"
64661,"club106"
64662,"club109"
64666,"club604"
64669,"club408"
64670,"club106"
64671,"club102"
64673,"club102"
64674,"club203"
64675,"club106"
64678,"club109"
64682,"club106"
64684,"club106"
64688,"club106"
64690,"club102"
64698,"club103"
64699,"club103"
64722,"club108"
64730,"club109"
64753,"club111"
64782,"club111"
64786,"club115"
64789,"club111"
64795,"club102"
64799,"club402"
64803,"club221"
64806,"club218"
64826,"club102"
64829,"club102"
64830,"club102"
64832,"club106"
64833,"club108"
64838,"club108"
64840,"club102"
64841,"club102"
64842,"club102"
64843,"club113"
64845,"club106"
64846,"club106"
64847,"club102"
64848,"club102"
64856,"club107"
64859,"club102"
64860,"club101"
64866,"club109"
64867,"club101"
64869,"club105"
64872,"club103"
64875,"club107"
64879,"club103"
64880,"club109"
64881,"club102"
64882,"club103"
64883,"club107"
64884,"club107"
64885,"club109"
64887,"club103"
64891,"club110"
64892,"club109"
64895,"club102"
64897,"club107"
64902,"club107"
64904,"club113"
64905,"club113"
64909,"club102"
64910,"club102"
64911,"club107"
64915,"club102"
64917,"club109"
64953,"club115"
64968,"club123"
64972,"club111"
64973,"club111"
64975,"club105"
64989,"club123"
64997,"club101"
65008,"club109"
65017,"club102"
65018,"club103"
65019,"club113"
65020,"club102"
65023,"club119"
65025,"club102"
65028,"club122"
65029,"club102"
65030,"club106"
65031,"club102"
65034,"club113"
65036,"club102"
65038,"club103"
65039,"club102"
65040,"club119"
65043,"club106"
65045,"club107"
65046,"club122"
65047,"club102"
65049,"club102"
65050,"club107"
65059,"club204"
65066,"club105"
65071,"club115"
65074,"club111"
65083,"club410"
65090,"club107"
65097,"club102"
65100,"club107"
65107,"club107"
65110,"club103"
65112,"club121"
65113,"club101"
65116,"club103"
65117,"club101"
65118,"club101"
65119,"club107"
65123,"club107"
65125,"club107"
65126,"club103"
65128,"club101"
65129,"club102"
65132,"club102"
65133,"club103"
65136,"club102"
65137,"club102"
65138,"club107"
65142,"club103"
65145,"club101"
65148,"club121"
65153,"club103"
65154,"club102"
65155,"club102"
65157,"club102"
65159,"club103"
65160,"club102"
65161,"club101"
65162,"club102"
65163,"club107"
65166,"club102"
65170,"club102"
65171,"club102"
65172,"club102"
65174,"club102"
65175,"club102"
65176,"club102"
65177,"club112"
65178,"club102"
65179,"club101"
65180,"club102"
65181,"club102"
65184,"club102"
65186,"club102"
65187,"club106"
65190,"club112"
65193,"club106"
65195,"club112"
65197,"club106"
65198,"club106"
65199,"club102"
65200,"club114"
65205,"club102"
65211,"club102"
65212,"club106"
65213,"club102"
65215,"club106"
65217,"club106"
65221,"club102"
65223,"club102"
65224,"club112"
65225,"club114"
65227,"club112"
65229,"club102"
65231,"club102"
65233,"club102"
65234,"club102"
65236,"club106"
65237,"club102"
65238,"club102"
65240,"club106"
65241,"club102"
65243,"club102"
65245,"club102"
65246,"club102"
65248,"club106"
65249,"club114"
65251,"club106"
65252,"club102"
65253,"club106"
65261,"club106"
65264,"club102"
65266,"club102"
65279,"club106"
65281,"club106"
65282,"club114"
65285,"club110"
65286,"club107"
65289,"club103"
65290,"club106"
65291,"club106"
65293,"club110"
65295,"club110"
65299,"club110"
65301,"club110"
65304,"club110"
65305,"club101"
65307,"club107"
65308,"club110"
65310,"club107"
65312,"club110"
65314,"club114"
65315,"club110"
65317,"club101"
65319,"club107"
65321,"club110"
65325,"club105"
65333,"club110"
65336,"club113"
65339,"club101"
65341,"club113"
65342,"club106"
65344,"club106"
65346,"club116"
65349,"club105"
65350,"club105"
65352,"club202"
65353,"club106"
65355,"club106"
65357,"club114"
65361,"club116"
65364,"club114"
65368,"club113"
65369,"club116"
65370,"club106"
65371,"club102"
65372,"club106"
65377,"club131"
65383,"club106"
65384,"club105"
65385,"club102"
65387,"club131"
65389,"club131"
65390,"club131"
65393,"club137"
65395,"club106"
65399,"club101"
65400,"club131"
65402,"club102"
65403,"club102"
65404,"club106"
65405,"club114"
65408,"club107"
65409,"club106"
65410,"club206"
65411,"club102"
65413,"club116"
65417,"club113"
65418,"club131"
65419,"club102"
65420,"club106"
65422,"club105"
65424,"club131"
65428,"club105"
65429,"club102"
65431,"club106"
65432,"club114"
65433,"club131"
65434,"club202"
65436,"club105"
65437,"club107"
65438,"club105"
65441,"club116"
65442,"club101"
65444,"club137"
65446,"club106"
65447,"club131"
65448,"club102"
65450,"club206"
65453,"club113"
65455,"club105"
65457,"club131"
65458,"club114"
65459,"club114"
65460,"club131"
65462,"club107"
65464,"club131"
65468,"club116"
65471,"club206"
65472,"club101"
65473,"club105"
65474,"club116"
65475,"club107"
65477,"club202"
65481,"club102"
65482,"club106"
65483,"club116"
65485,"club137"
65486,"club106"
65487,"club202"
65488,"club137"
65492,"club137"
65494,"club101"
65504,"club101"
65507,"club102"
65511,"club101"
65512,"club105"
65513,"club106"
65516,"club137"
65517,"club137"
65519,"club105"
65522,"club102"
65532,"club105"
65533,"club137"
65535,"club202"
65543,"club105"
65546,"club206"
65549,"club116"
65551,"club202"
65553,"club131"
65554,"club114"
65555,"club107"
65557,"club131"
65559,"club114"
65561,"club114"
65562,"club101"
65564,"club137"
65565,"club202"
65566,"club137"
65567,"club113"
65569,"club113"
65572,"club105"
65573,"club413"
65590,"club102"
65593,"club102"
65600,"club134"
65608,"club105"
65613,"club101"
65614,"club101"
65621,"club128"
65623,"club114"
65624,"club106"
65625,"club114"
65626,"club114"
65629,"club103"
65631,"club211"
65634,"club121"
65635,"club107"
65636,"club121"
65640,"club106"
65641,"club114"
65642,"club107"
65645,"club107"
65646,"club103"
65647,"club121"
65650,"club102"
65651,"club103"
65653,"club107"
65655,"club114"
65656,"club107"
65658,"club103"
65662,"club103"
65663,"club102"
65664,"club103"
65665,"club103"
65668,"club102"
65669,"club103"
65670,"club106"
65671,"club103"
65682,"club127"
65689,"club102"
65694,"club202"
65695,"club102"
65698,"club110"
65702,"club111"
65711,"club117"
65720,"club601"
65728,"club128"
65741,"club113"
65743,"club101"
65744,"club101"
65750,"club121"
65751,"club103"
65752,"club108"
65754,"club108"
65755,"club106"
65757,"club117"
65759,"club108"
65760,"club108"
65767,"club109"
65769,"club108"
65771,"club107"
65773,"club108"
65774,"club121"
65775,"club113"
65777,"club109"
65778,"club108"
65780,"club108"
65781,"club121"
65784,"club121"
65787,"club117"
65790,"club102"
65793,"club129"
65796,"club129"
65797,"club102"
65798,"club111"
65799,"club129"
65801,"club129"
65803,"club102"
65804,"club102"
65813,"club261"
65826,"club101"
65829,"club113"
65830,"club113"
65831,"club105"
65835,"club101"
65837,"club105"
65840,"club106"
65842,"club105"
65843,"club105"
65844,"club106"
65848,"club101"
65849,"club113"
65850,"club105"
65851,"club105"
65852,"club101"
65856,"club105"
65857,"club113"
65859,"club105"
65885,"club125"
65888,"club101"
65889,"club113"
65890,"club107"
65892,"club107"
65893,"club108"
65894,"club106"
65897,"club107"
65905,"club102"
65906,"club113"
65909,"club117"
65910,"club107"
65911,"club107"
65912,"club117"
65913,"club102"
65914,"club107"
65915,"club106"
65917,"club108"
65918,"club107"
65919,"club113"
65920,"club117"
65921,"club113"
65922,"club113"
65923,"club117"
65926,"club107"
65927,"club113"
65928,"club117"
65929,"club108"
65930,"club102"
65931,"club107"
65936,"club106"
65938,"club107"
65939,"club101"
65940,"club106"
65941,"club106"
65942,"club107"
65943,"club102"
65944,"club108"
65945,"club102"
65948,"club107"
65968,"club125"
65970,"club113"
65978,"club109"
65982,"club402"
65983,"club402"
65994,"club105"
65996,"club105"
66002,"club242"
66009,"club137"
66011,"club106"
66013,"club118"
66014,"club118"
66015,"club118"
66016,"club203"
66017,"club203"
66020,"club118"
66021,"club241"
66024,"club137"
66026,"club118"
66030,"club106"
66031,"club137"
66032,"club106"
66035,"club106"
66037,"club137"
66039,"club118"
66040,"club118"
66041,"club213"
66042,"club118"
66049,"club118"
66050,"club118"
66051,"club118"
66052,"club118"
66054,"club137"
66056,"club203"
66057,"club213"
66058,"club118"
66060,"club118"
66061,"club118"
66062,"club203"
66063,"club137"
66064,"club203"
66065,"club203"
66067,"club106"
66070,"club203"
66071,"club241"
66080,"club106"
66081,"club118"
66083,"club203"
66084,"club106"
66087,"club118"
66088,"club106"
66091,"club118"
66094,"club118"
66095,"club106"
66096,"club107"
66098,"club118"
66099,"club106"
66100,"club213"
66102,"club118"
66103,"club106"
66106,"club241"
66107,"club118"
66109,"club107"
66112,"club137"
66115,"club118"
66117,"club106"
66119,"club137"
66120,"club241"
66125,"club106"
66127,"club106"
66128,"club137"
66130,"club107"
66134,"club137"
66135,"club118"
66137,"club107"
66140,"club107"
66143,"club118"
66145,"club106"
66147,"club137"
66149,"club213"
66155,"club118"
66156,"club118"
66160,"club213"
66162,"club118"
66164,"club106"
66165,"club118"
66166,"club203"
66169,"club106"
66170,"club118"
66173,"club118"
66174,"club118"
66175,"club118"
66176,"club118"
66178,"club137"
66179,"club213"
66181,"club203"
66187,"club106"
66191,"club203"
66195,"club106"
66197,"club203"
66198,"club137"
66199,"club118"
66200,"club213"
66204,"club118"
66206,"club107"
66207,"club118"
66208,"club203"
66209,"club213"
66210,"club118"
66216,"club106"
66217,"club118"
66222,"club203"
66225,"club118"
66226,"club106"
66228,"club107"
66229,"club118"
66230,"club118"
66231,"club106"
66232,"club118"
66234,"club118"
66235,"club213"
66238,"club118"
66239,"club137"
66242,"club118"
66243,"club118"
66244,"club137"
66245,"club106"
66246,"club106"
66247,"club118"
66249,"club106"
66251,"club118"
66253,"club107"
66256,"club118"
66257,"club213"
66261,"club107"
66265,"club118"
66267,"club137"
66269,"club203"
66271,"club118"
66272,"club107"
66273,"club118"
66274,"club118"
66275,"club241"
66276,"club118"
66278,"club106"
66282,"club106"
66283,"club106"
66285,"club106"
66286,"club118"
66290,"club118"
66293,"club106"
66295,"club106"
66299,"club118"
66303,"club118"
66304,"club118"
66306,"club106"
66307,"club118"
66313,"club118"
66314,"club118"
66315,"club118"
66319,"club118"
66321,"club107"
66326,"club118"
66329,"club106"
66331,"club203"
66333,"club137"
66335,"club137"
66336,"club203"
66337,"club118"
66338,"club137"
66339,"club203"
66342,"club118"
66343,"club241"
66344,"club241"
66346,"club203"
66353,"club107"
66354,"club118"
66356,"club106"
66357,"club118"
66358,"club137"
66360,"club106"
66361,"club137"
66364,"club107"
66368,"club137"
66372,"club203"
66373,"club107"
66374,"club118"
66379,"club118"
66380,"club118"
66383,"club203"
66384,"club118"
66385,"club118"
66388,"club118"
66389,"club118"
66390,"club107"
66393,"club203"
66403,"club106"
66404,"club137"
66406,"club106"
66407,"club106"
66410,"club106"
66412,"club106"
66414,"club203"
66415,"club118"
66416,"club203"
66417,"club118"
66421,"club203"
66422,"club213"
66426,"club118"
66428,"club137"
66430,"club203"
66431,"club137"
66433,"club118"
66435,"club213"
66437,"club106"
66438,"club106"
66441,"club213"
66446,"club106"
66450,"club107"
66451,"club118"
66452,"club118"
66453,"club118"
66455,"club137"
66457,"club137"
66458,"club107"
66459,"club137"
66462,"club106"
66463,"club118"
66470,"club203"
66471,"club106"
66473,"club213"
66475,"club118"
66476,"club213"
66477,"club137"
66480,"club137"
66481,"club106"
66482,"club106"
66484,"club106"
66485,"club106"
66488,"club213"
66492,"club118"
66493,"club241"
66497,"club118"
66499,"club213"
66500,"club137"
66503,"club118"
66506,"club203"
66507,"club118"
66509,"club137"
66511,"club118"
66512,"club137"
66513,"club241"
66514,"club118"
66521,"club213"
66523,"club118"
66526,"club203"
66528,"club118"
66530,"club213"
66531,"club118"
66532,"club106"
66534,"club106"
66536,"club213"
66543,"club118"
66549,"club106"
66550,"club137"
66551,"club118"
66553,"club118"
66554,"club118"
66555,"club137"
66556,"club106"
66557,"club106"
66561,"club118"
66566,"club203"
66570,"club118"
66571,"club118"
66572,"club118"
66573,"club118"
66575,"club203"
66576,"club241"
66577,"club118"
66578,"club137"
66579,"club106"
66580,"club118"
66581,"club118"
66582,"club213"
66586,"club106"
66587,"club118"
66591,"club107"
66596,"club213"
66597,"club106"
66599,"club118"
66604,"club213"
66605,"club137"
66606,"club203"
66607,"club118"
66608,"club118"
66609,"club118"
66611,"club118"
66615,"club137"
66616,"club118"
66618,"club213"
66623,"club213"
66624,"club213"
66625,"club137"
66626,"club118"
66631,"club203"
66632,"club107"
66638,"club213"
66640,"club241"
66641,"club213"
66642,"club118"
66649,"club241"
66650,"club106"
66654,"club213"
66655,"club203"
66656,"club137"
66658,"club107"
66659,"club118"
66660,"club106"
66663,"club137"
66665,"club118"
66666,"club118"
66669,"club118"
66670,"club118"
66672,"club203"
66673,"club106"
66674,"club118"
66676,"club137"
66677,"club213"
66678,"club106"
66681,"club241"
66683,"club203"
66685,"club106"
66686,"club203"
66688,"club118"
66690,"club106"
66691,"club106"
66692,"club213"
66695,"club106"
66698,"club106"
66699,"club213"
66700,"club241"
66702,"club203"
66704,"club106"
66709,"club213"
66710,"club118"
66712,"club118"
66714,"club137"
66715,"club106"
66718,"club106"
66720,"club137"
66721,"club213"
66724,"club213"
66726,"club203"
66727,"club118"
66728,"club137"
66730,"club241"
66732,"club107"
66733,"club137"
66734,"club118"
66735,"club118"
66736,"club106"
66743,"club106"
66746,"club137"
66747,"club118"
66749,"club241"
66750,"club118"
66752,"club107"
66753,"club137"
66755,"club213"
66756,"club137"
66761,"club118"
66767,"club118"
66772,"club118"
66773,"club118"
66777,"club107"
66785,"club106"
66786,"club137"
66787,"club107"
66788,"club118"
66793,"club118"
66794,"club118"
66796,"club218"
66813,"club111"
66832,"club242"
66837,"club114"
66903,"club410"
66911,"club115"
66925,"club111"
66929,"club117"
66934,"club604"
66943,"club108"
66949,"club111"
66953,"club125"
66960,"club604"
66983,"club109"
66984,"club233"
66991,"club115"
67006,"club111"
67009,"club103"
67017,"club126"
67032,"club128"
67108,"club101"
67110,"club101"
67113,"club604"
67114,"club101"
67115,"club101"
67118,"club604"
67119,"club101"
67122,"club604"
67127,"club105"
67128,"club105"
67129,"club604"
67133,"club109"
67139,"club111"
67151,"club201"
67163,"club101"
67169,"club123"
67172,"club133"
67174,"club108"
67176,"club108"
67187,"club404"
67189,"club126"
67193,"club121"
67199,"club111"
67205,"club604"
67211,"club119"
67212,"club242"
67214,"club111"
67231,"club218"
67254,"club206"
67257,"club242"
67261,"club111"
67266,"club101"
67267,"club125"
67268,"club107"
67269,"club125"
67270,"club202"
67271,"club107"
67273,"club202"
67277,"club101"
67279,"club108"
67280,"club109"
67284,"club114"
67285,"club112"
67286,"club108"
67287,"club202"
67291,"club107"
67292,"club109"
67297,"club113"
67298,"club202"
67300,"club107"
67302,"club107"
67306,"club108"
67307,"club108"
67309,"club113"
67310,"club107"
67311,"club112"
67313,"club119"
67315,"club108"
67317,"club114"
67318,"club107"
67319,"club108"
67322,"club107"
67323,"club114"
67328,"club101"
67329,"club108"
67331,"club114"
67332,"club113"
67334,"club112"
67338,"club112"
67340,"club107"
67381,"club604"
67430,"club109"
67431,"club109"
67433,"club124"
67434,"club102"
67435,"club109"
67437,"club102"
67441,"club106"
67442,"club124"
67443,"club106"
67444,"club109"
67450,"club124"
67491,"club233"
67508,"club117"
67519,"club123"
67524,"club111"
67528,"club125"
67529,"club501"
67537,"club111"
67544,"club111"
67557,"club111"
67563,"club105"
67566,"club404"
67567,"club242"
67570,"club242"
67585,"club402"
67588,"club113"
67592,"club109"
67594,"club106"
67595,"club102"
67597,"club106"
67598,"club102"
67600,"club206"
67603,"club102"
67604,"club101"
67606,"club103"
67610,"club106"
67612,"club102"
67613,"club114"
67616,"club114"
67620,"club206"
67622,"club103"
67627,"club109"
67628,"club102"
67629,"club113"
67632,"club106"
67636,"club101"
67657,"club117"
67659,"club402"
67662,"club134"
67671,"club103"
67674,"club108"
67675,"club103"
67677,"club105"
67679,"club101"
67680,"club108"
67687,"club103"
67689,"club103"
67690,"club123"
67692,"club109"
67693,"club113"
67694,"club604"
67697,"club109"
67703,"club103"
67704,"club105"
67720,"club233"
67728,"club251"
67733,"club402"
67734,"club111"
67743,"club413"
67750,"club119"
67762,"club108"
67763,"club404"
67778,"club404"
67808,"club105"
67812,"club242"
67828,"club245"
67840,"club206"
67850,"club126"
67871,"club133"
67876,"club125"
67877,"club111"
67883,"club123"
67894,"club111"
67897,"club410"
67903,"club245"
67937,"club117"
67957,"club111"
67971,"club402"
67974,"club133"
67986,"club604"
67988,"club107"
67990,"club221"
67995,"club101"
68017,"club103"
68018,"club103"
68020,"club108"
68021,"club101"
68026,"club101"
68068,"club402"
68071,"club109"
68117,"club245"
68122,"club242"
68128,"club123"
68132,"club101"
68138,"club202"
68139,"club245"
68175,"club111"
68178,"club410"
68179,"club111"
68207,"club111"
68215,"club604"
68240,"club402"
68250,"club218"
68266,"club117"
68272,"club213"
68274,"club107"
68275,"club117"
68279,"club110"
68280,"club201"
68281,"club110"
68282,"club108"
68284,"club117"
68285,"club108"
68286,"club110"
68288,"club107"
68298,"club402"
68309,"club242"
68334,"club121"
68337,"club203"
68341,"club107"
68342,"club110"
68345,"club107"
68346,"club121"
68348,"club102"
68349,"club110"
68353,"club110"
68354,"club121"
68359,"club102"
68360,"club107"
68361,"club112"
68363,"club118"
68364,"club110"
68366,"club121"
68367,"club118"
68369,"club110"
68370,"club103"
68372,"club121"
68375,"club103"
68376,"club103"
68377,"club121"
68379,"club110"
68382,"club118"
68383,"club109"
68385,"club118"
68390,"club112"
68391,"club121"
68392,"club203"
68397,"club118"
68398,"club109"
68400,"club118"
68401,"club121"
68402,"club112"
68405,"club108"
68408,"club107"
68411,"club110"
68412,"club118"
68413,"club118"
68415,"club109"
68416,"club125"
68417,"club107"
68419,"club107"
68420,"club121"
68423,"club110"
68425,"club203"
68426,"club118"
68428,"club110"
68429,"club108"
68430,"club203"
68431,"club110"
68436,"club121"
68437,"club112"
68438,"club121"
68439,"club109"
68440,"club103"
68441,"club107"
68442,"club108"
68443,"club118"
68446,"club110"
68449,"club112"
68450,"club203"
68451,"club103"
68454,"club103"
68456,"club108"
68458,"club103"
68460,"club121"
68461,"club121"
68465,"club109"
68466,"club103"
68468,"club109"
68470,"club108"
68471,"club121"
68474,"club110"
68475,"club118"
68476,"club121"
68477,"club121"
68478,"club118"
68479,"club110"
68485,"club121"
68490,"club121"
68492,"club125"
68494,"club108"
68495,"club102"
68497,"club103"
68498,"club203"
68501,"club108"
68503,"club203"
68508,"club125"
68514,"club203"
68515,"club110"
68516,"club118"
68517,"club110"
68520,"club107"
68526,"club102"
68530,"club112"
68533,"club125"
68534,"club112"
68535,"club121"
68536,"club110"
68539,"club103"
68540,"club108"
68542,"club203"
68543,"club108"
68544,"club110"
68553,"club245"
68558,"club108"
68567,"club111"
68596,"club111"
68607,"club125"
68609,"club402"
68615,"club404"
68626,"club132"
68627,"club108"
68629,"club410"
68633,"club134"
68636,"club111"
68651,"club402"
68654,"club219"
68664,"club221"
68665,"club125"
68668,"club119"
68676,"club103"
68677,"club108"
68683,"club101"
68684,"club101"
68685,"club103"
68691,"club132"
68699,"club109"
68706,"club111"
68714,"club111"
68737,"club111"
68787,"club420"
68790,"club101"
68801,"club117"
68815,"club113"
68820,"club404"
68827,"club123"
68835,"club119"
68838,"club111"
68865,"club124"
68866,"club129"
68874,"club101"
68878,"club107"
68880,"club108"
68881,"club110"
68882,"club105"
68883,"club102"
68884,"club108"
68885,"club114"
68886,"club103"
68887,"club102"
68889,"club103"
68894,"club107"
68895,"club114"
68896,"club106"
68898,"club103"
68900,"club113"
68901,"club102"
68902,"club105"
68903,"club113"
68904,"club108"
68906,"club110"
68908,"club107"
68910,"club110"
68911,"club114"
68913,"club114"
68914,"club108"
68919,"club113"
68921,"club103"
68922,"club113"
68923,"club111"
68935,"club105"
68936,"club105"
68941,"club106"
68942,"club109"
68946,"club107"
68948,"club123"
68949,"club109"
68952,"club123"
68953,"club101"
68954,"club106"
68957,"club101"
68958,"club108"
68970,"club249"
68971,"club115"
68980,"club124"
68982,"club402"
68984,"club402"
68985,"club402"
68989,"club111"
68997,"club209"
68999,"club209"
69008,"club201"
69012,"club242"
69020,"club121"
69024,"club401"
69033,"club105"
69047,"club124"
69048,"club124"
69049,"club107"
69050,"club118"
69053,"club112"
69055,"club118"
69056,"club112"
69059,"club102"
69062,"club112"
69063,"club102"
69064,"club118"
69065,"club107"
69066,"club101"
69068,"club118"
69069,"club105"
69071,"club118"
69074,"club124"
69075,"club102"
69076,"club118"
69077,"club102"
69079,"club101"
69080,"club101"
69084,"club107"
69085,"club101"
69086,"club124"
69087,"club112"
69088,"club105"
69090,"club105"
69092,"club107"
69093,"club124"
69094,"club112"
69095,"club105"
69096,"club102"
69097,"club106"
