"primary_key","working_hours","job_category","eco_sect","job_dep","TYPE_OF_CONTRACT","Wage","EMPLOYEE_COUNT","Work_description","job_condition","COMPANY_CATEGORY"
38592,1614,"O","SZ","49","CDI",19783,"tr_3","543g","C","ct_9"
38594,1820,"O","FZ","44","CDI",25821,"tr_3","472a","C","ct_9"
38595,1847,"O","HZ","44","CDI",20480,"tr_2","451a","C","ct_9"
38601,1028,"O","GZ","44","CDD",13070,"tr_6","477a","C","ct_9"
38602,1831,"O","PZ","44","CDI",28108,"tr_6","341a","C","ct_8"
38607,1821,"O","CA","44","CDI",25890,"tr_5","625a","C","ct_9"
38609,296,"O","HZ","44","CDI",4214,"tr_3","676c","C","ct_9"
38610,1790,"O","GZ","44","CDI",22193,"tr_4","554a","C","ct_9"
38619,1219,"O","CL","44","CDI",29694,"tr_6","474c","C","ct_9"
38625,814,"O","PZ","44","CDI",9385,"tr_0","554e","P","ct_9"
38626,1638,"O","GZ","44","CDI",21032,"tr_5","461d","C","ct_9"
38629,1820,"O","FZ","44","CDI",20505,"tr_2","632d","C","ct_9"
38638,1848,"O","JB","44","CDI",25145,"tr_5","544a","C","ct_9"
38641,760,"O","CA","44","CDI",9425,"tr_4","625g","P","ct_9"
38642,710,"O","MA","44","CDI",13027,"tr_4","434b","P","ct_8"
38648,1460,"O","MA","44","CDI",20131,"tr_2","372c","C","ct_9"
38655,1641,"O","MC","35","CDI",51640,"tr_6","371a","C","ct_9"
38656,1816,"O","MA","44","CDI",30704,"tr_6","383a","C","ct_9"
38658,1701,"O","GZ","44","CDI",20212,"tr_1","634c","C","ct_9"
38669,1301,"O","CK","44","CDI",32463,"tr_6","387a","C","ct_9"
38671,1894,"O","GZ","44","CDI",28024,"tr_1","374d","C","ct_9"
38674,558,"O","JA","75","CDD",23559,"tr_1","465b","N","ct_9"
38676,1581,"O","TZ","44","CDI",12460,"tr_1","563c","N","ct_7"
38681,1597,"O","QB","44","CDI",13172,"tr_6","563b","C","ct_8"
38687,1394,"O","IZ","44","CDI",19301,"tr_2","377a","C","ct_9"
38688,2079,"O","CA","44","CDI",23581,"tr_2","636c","C","ct_9"
38695,1847,"O","QA","44","CDI",25571,"tr_6","431f","C","ct_9"
38698,2280,"O","PZ","44","CDI",38289,"tr_3","341a","C","ct_8"
38699,2245,"O","FZ","44","CDI",21640,"tr_5","681a","C","ct_9"
38704,1622,"O","PZ","44","CDI",15615,"tr_2","525a","P","ct_8"
38710,1753,"O","MA","44","CDI",30711,"tr_2","543f","C","ct_9"
38711,1820,"O","OZ","75","CDI",65859,"tr_6","333e","C","ct_5"
38712,195,"O","RZ","44","CDD",1886,"tr_5","543g","C","ct_9"
38713,1079,"O","MA","44","CDI",34766,"tr_3","372b","C","ct_9"
38714,1400,"O","GZ","44","CDI",54126,"tr_4","374c","C","ct_9"
38725,1783,"O","DZ","44","CDI",32914,"tr_6","461c","C","ct_9"
38729,1537,"O","LZ","44","CDI",23124,"tr_1","542a","C","ct_9"
38734,1820,"O","JC","44","CDI",49694,"tr_4","388c","C","ct_9"
38736,NA,"O","OZ","36","AUT",10133,"tr_6","532c","N","ct_1"
38742,1787,"O","NZ","44","CDI",22334,"tr_5","534a","C","ct_9"
38744,1231,"O","NZ","44","TTP",12508,"tr_1","674a","N","ct_9"
38745,1778,"O","NZ","44","CDI",54868,"tr_5","376e","C","ct_9"
38748,514,"A","CK","85","APP",2692,"tr_6","628a","C","ct_9"
38749,1531,"A","CK","44","APP",13187,"tr_3","676e","C","ct_9"
38761,1666,"O","QA","44","CDI",46699,"tr_6","373b","C","ct_8"
38774,1911,"O","GZ","44","CDI",19507,"tr_6","551a","C","ct_9"
38777,1591,"O","GZ","49","CDI",15813,"tr_1","554e","C","ct_9"
38786,1552,"O","KZ","44","CDI",22654,"tr_1","467a","C","ct_9"
38788,1542,"O","HZ","13","CDI",45256,"tr_6","480b","C","ct_9"
38789,1868,"O","OZ","44","AUT",34380,"tr_3","472d","C","ct_2"
38790,2048,"O","CM","44","CDI",31531,"tr_1","551a","C","ct_9"
38797,1722,"O","EZ","44","CDI",22638,"tr_4","641a","C","ct_9"
38798,1727,"O","NZ","44","CDI",22934,"tr_4","542a","C","ct_9"
38800,1192,"O","IZ","44","CDI",13560,"tr_2","561c","C","ct_9"
38801,1485,"O","GZ","44","CDI",13351,"tr_1","562a","C","ct_9"
38808,1053,"O","CC","44","CDI",14933,"tr_1","374b","C","ct_9"
38810,1820,"O","QA","44","CDI",21545,"tr_6","526a","C","ct_9"
38814,1434,"X","KZ","75","AUT",25813,"tr_6","545a","C","ct_9"
38816,361,"O","HZ","44","CDI",3559,"tr_6","641b","C","ct_9"
38818,1608,"O","GZ","44","CDI",20945,"tr_5","465a","C","ct_9"
38821,1735,"A","GZ","44","APP",6861,"tr_1","634c","C","ct_9"
38830,1820,"O","FZ","44","CDI",65218,"tr_6","372c","C","ct_9"
38832,1732,"O","FZ","44","CDI",22501,"tr_3","481b","C","ct_9"
38836,1792,"O","FZ","44","CDI",22938,"tr_2","632a","C","ct_9"
38838,1156,"O","QA","44","CDI",22526,"tr_6","526a","C","ct_9"
38839,1820,"O","OZ","72","AUT",29253,"tr_5","531a","C","ct_1"
38845,1739,"O","CB","44","CDI",19233,"tr_6","675a","C","ct_9"
38850,273,"O","HZ","44","CDI",5124,"tr_2","641a","C","ct_9"
38854,1820,"O","FZ","44","CDI",20527,"tr_2","671c","C","ct_9"
38862,1698,"O","GZ","44","CDI",56192,"tr_4","374b","C","ct_9"
38867,1820,"O","QB","44","CDI",29196,"tr_4","434d","C","ct_8"
38870,1296,"O","NZ","44","CDI",22116,"tr_3","481a","C","ct_9"
38872,1570,"O","CC","56","CDI",20041,"tr_4","627d","C","ct_9"
38886,1718,"O","CM","56","CDI",25874,"tr_3","433c","C","ct_9"
38893,409,"O","RZ","44","CDD",6453,"tr_4","465b","N","ct_5"
38897,3000,"O","QB","44","CDI",24914,"tr_1","563a","N","ct_7"
38902,1820,"O","KZ","44","CDI",50884,"tr_2","376a","C","ct_9"
38907,1820,"O","NZ","44","CDI",26395,"tr_4","543f","C","ct_9"
38913,1653,"O","GZ","44","CDI",20009,"tr_1","556a","C","ct_9"
38917,1639,"O","QB","44","CDI",17852,"tr_2","526a","C","ct_8"
38926,1582,"O","KZ","44","CDI",15584,"tr_0","543g","C","ct_9"
38927,1809,"O","CL","44","CDI",29087,"tr_6","623g","C","ct_9"
38931,841,"O","KZ","44","CDI",9823,"tr_4","467c","C","ct_9"
38933,887,"O","GZ","58","CDD",5546,"tr_1","554d","C","ct_9"
38935,1834,"O","PZ","44","CDI",35844,"tr_5","422b","C","ct_8"
38949,1503,"O","QB","44","CDI",20308,"tr_3","525d","P","ct_9"
38960,1831,"O","CL","44","CDI",43405,"tr_5","462e","C","ct_9"
38964,1315,"O","GZ","44","CDI",16497,"tr_5","551a","C","ct_9"
38967,1820,"O","LZ","44","CDI",20171,"tr_2","632k","C","ct_9"
38970,3000,"O","QB","44","CDI",14461,"tr_1","563a","N","ct_7"
38972,2084,"O","CM","68","CDI",51220,"tr_6","463b","C","ct_9"
38976,457,"O","JA","44","CDI",6271,"tr_4","542a","P","ct_9"
38987,850,"O","NZ","44","TTP",10974,"tr_1","674c","C","ct_9"
38989,2128,"O","PZ","44","CDI",20026,"tr_3","525b","C","ct_8"
38993,1690,"O","KZ","44","CDI",24201,"tr_1","467a","P","ct_9"
39001,1827,"O","CC","85","CDI",37087,"tr_4","543f","C","ct_9"
39008,841,"O","FZ","44","CDD",8537,"tr_2","632j","C","ct_9"
39009,1253,"O","MA","44","CDI",19783,"tr_2","385a","C","ct_9"
39010,1806,"O","GZ","44","CDI",37519,"tr_3","375a","C","ct_9"
39011,1610,"O","KZ","44","CDI",43322,"tr_3","467a","C","ct_9"
39019,1729,"O","CM","44","CDI",56679,"tr_6","387a","C","ct_9"
39025,1820,"O","FZ","44","CDI",27486,"tr_2","632a","C","ct_9"
39031,1758,"O","GZ","44","CDI",28662,"tr_0","653a","C","ct_9"
39037,1820,"O","CM","44","CDI",31706,"tr_6","387d","C","ct_9"
39041,1820,"O","CM","44","CDI",24600,"tr_6","474c","C","ct_9"
39050,1685,"O","CH","44","CDI",32263,"tr_3","623b","C","ct_9"
39053,1747,"O","GZ","44","CDI",26371,"tr_3","463e","C","ct_9"
39056,528,"O","QB","44","CDD",4510,"tr_4","563c","C","ct_8"
39058,1500,"O","IZ","44","CDI",18986,"tr_2","468a","C","ct_8"
39064,624,"O","PZ","44","CDI",5979,"tr_0","525a","P","ct_8"
39067,1820,"O","NZ","75","CDI",24168,"tr_2","534a","C","ct_9"
39073,1743,"O","FZ","44","CDI",27313,"tr_2","472c","C","ct_9"
39077,2066,"O","GZ","44","CDI",27234,"tr_5","462b","C","ct_9"
39087,1483,"O","QB","44","CDI",12765,"tr_2","563b","P","ct_9"
39089,1972,"O","NZ","62","CDI",19213,"tr_6","534a","C","ct_9"
39097,1779,"O","CA","44","CDI",22933,"tr_5","625f","C","ct_9"
39106,1687,"O","QB","44","CDI",14678,"tr_5","673c","C","ct_8"
39107,1649,"O","GZ","44","CDI",14092,"tr_1","554f","C","ct_9"
39108,3000,"O","QB","44","CDI",10261,"tr_1","563a","N","ct_7"
39116,1771,"O","DZ","44","CDI",23557,"tr_5","472b","C","ct_9"
39130,803,"O","JB","44","CDI",14960,"tr_6","478d","C","ct_9"
39132,1866,"O","MA","44","CDI",22819,"tr_5","461e","C","ct_9"
39133,1576,"O","FZ","44","CDI",20411,"tr_2","632j","C","ct_9"
39142,1210,"O","SZ","44","CDI",19286,"tr_1","354g","P","ct_8"
39144,1484,"O","QB","44","CDI",13698,"tr_2","526c","C","ct_9"
39145,587,"O","TZ","44","CDI",5383,"tr_1","563a","N","ct_7"
39148,1820,"O","JC","44","CDI",42166,"tr_6","388c","C","ct_9"
39153,1172,"O","FZ","56","CDI",16297,"tr_1","632j","C","ct_9"
39155,1830,"O","GZ","44","CDI",22788,"tr_6","543g","C","ct_9"
39158,1820,"O","QB","44","AUT",8278,"tr_5","676e","C","ct_8"
39162,1820,"O","NZ","44","CDI",19423,"tr_3","542a","C","ct_9"
39164,1847,"O","DZ","44","CDI",24798,"tr_5","485a","C","ct_9"
39172,1820,"O","DZ","44","CDI",24318,"tr_4","463b","C","ct_9"
39175,1832,"O","JC","44","CDI",32921,"tr_3","388a","C","ct_9"
39180,910,"O","GZ","44","CDI",11232,"tr_1","433d","P","ct_9"
39184,1820,"O","LZ","44","CDI",39356,"tr_4","382c","C","ct_5"
39187,2074,"O","CA","44","CDI",29348,"tr_6","628g","C","ct_9"
39190,1379,"O","LZ","44","CDI",14176,"tr_2","461f","P","ct_8"
39194,1475,"O","FZ","44","CDI",40922,"tr_4","382d","C","ct_9"
39195,1575,"O","HZ","44","CDI",31678,"tr_3","546c","C","ct_9"
39196,1802,"O","KZ","44","CDI",34333,"tr_6","462e","C","ct_8"
39202,1907,"O","GZ","44","CDI",18754,"tr_5","551a","C","ct_9"
39215,1560,"O","QA","44","CDI",15397,"tr_6","525d","C","ct_8"
39217,334,"O","MA","44","CDI",11194,"tr_1","388a","C","ct_9"
39221,238,"O","MA","75","CDI",9658,"tr_3","388a","C","ct_9"
39224,1080,"O","GZ","44","CDI",26475,"tr_1","433b","C","ct_9"
39226,1823,"O","CA","44","CDI",18925,"tr_2","636c","C","ct_9"
39229,1931,"O","CC","44","CDI",34759,"tr_4","675c","C","ct_9"
39242,1955,"O","CG","85","CDI",24563,"tr_4","626a","C","ct_9"
39245,736,"O","JA","44","CDD",19643,"tr_1","353c","N","ct_9"
39261,1558,"O","KZ","44","CDI",45553,"tr_3","545c","C","ct_9"
39263,2063,"O","NZ","44","CDI",33269,"tr_1","433a","C","ct_9"
39270,490,"X","FZ","44","AUT",5744,"tr_1","463e","C","ct_9"
39274,967,"O","NZ","44","TTP",10520,"tr_1","691c","N","ct_9"
39277,819,"O","GZ","44","CDI",8157,"tr_3","634d","C","ct_9"
39282,1716,"O","CL","44","CDI",24244,"tr_6","623b","C","ct_9"
39284,3000,"O","QB","44","CDI",21346,"tr_1","563a","N","ct_7"
39291,1624,"O","LZ","44","CDI",35494,"tr_1","463e","C","ct_9"
39292,892,"O","QB","44","CDI",12085,"tr_4","525d","C","ct_8"
39300,1202,"O","OZ","75","TOA",13386,"tr_6","524b","C","ct_1"
39301,841,"O","QA","44","CDI",7095,"tr_6","526a","P","ct_9"
39302,1833,"O","JC","44","CDI",55973,"tr_0","376e","N","ct_9"
39304,1820,"O","HZ","44","CDI",23118,"tr_6","451a","C","ct_9"
39307,1203,"O","QB","44","CDI",18818,"tr_1","563b","N","ct_7"
39308,1916,"O","NZ","44","CDI",18504,"tr_2","684a","C","ct_9"
39309,1820,"O","PZ","44","CDI",27608,"tr_1","421b","C","ct_8"
39315,1300,"O","MA","44","CDI",18284,"tr_1","382b","P","ct_9"
39317,1872,"O","KZ","44","CDI",26945,"tr_6","467a","C","ct_9"
39323,1332,"O","OZ","44","AUT",15266,"tr_6","563a","P","ct_2"
39326,1828,"O","SZ","44","CDI",24880,"tr_2","543b","C","ct_8"
39327,2051,"O","PZ","44","CDI",30627,"tr_6","461f","C","ct_1"
39336,1365,"O","GZ","44","CDI",59481,"tr_3","374a","C","ct_9"
39346,936,"O","QA","44","CDI",10268,"tr_1","526b","P","ct_6"
39349,818,"O","GZ","92","CDI",39071,"tr_6","385c","C","ct_9"
39358,764,"O","NZ","44","CDI",11010,"tr_5","534a","C","ct_9"
39359,1748,"O","QB","44","CDI",19321,"tr_3","526d","C","ct_8"
39362,1313,"O","SZ","44","CDD",11015,"tr_1","563b","P","ct_6"
39370,1820,"O","PZ","44","CDI",34917,"tr_3","341a","C","ct_8"
39372,1775,"O","KZ","44","CDI",29926,"tr_2","467a","C","ct_9"
39373,1820,"O","NZ","44","CDI",18387,"tr_6","534a","C","ct_9"
39376,408,"O","FZ","44","CDI",5616,"tr_3","623e","C","ct_9"
39378,2028,"O","JC","44","CDI",39268,"tr_3","388a","C","ct_9"
39382,1456,"O","QB","44","CDI",12456,"tr_3","563c","C","ct_9"
39384,1820,"A","JA","44","APP",13346,"tr_6","464a","C","ct_9"
39391,1820,"O","CM","44","CDI",26218,"tr_6","676c","C","ct_9"
39392,1820,"O","CA","44","CDI",30147,"tr_5","486d","C","ct_9"
39393,1676,"O","SZ","44","CDI",13604,"tr_1","685a","C","ct_9"
39408,1559,"O","KZ","44","CDI",38024,"tr_6","376e","C","ct_9"
39412,957,"O","QB","44","CDD",8890,"tr_5","525d","P","ct_8"
39414,1936,"O","MA","44","CDI",37006,"tr_4","387c","C","ct_9"
39417,1705,"O","CL","44","CDI",44686,"tr_6","384b","C","ct_9"
39420,299,"O","FZ","44","CDI",2043,"tr_1","633d","C","ct_9"
39428,1909,"O","MA","44","CDI",21255,"tr_5","478c","C","ct_9"
39437,1672,"O","SZ","44","CDI",18545,"tr_2","434c","C","ct_8"
39438,1890,"O","CI","44","CDI",48662,"tr_6","383a","C","ct_9"
39445,1893,"O","NZ","37","CDI",21432,"tr_3","534a","C","ct_9"
39458,1472,"O","KZ","44","CDI",24885,"tr_5","545c","P","ct_8"
39460,1715,"O","FZ","44","CDI",50464,"tr_1","543f","C","ct_9"
39463,1930,"O","NZ","44","CDI",119872,"tr_2","373d","C","ct_9"
39465,1096,"O","NZ","44","CDI",11419,"tr_3","563b","P","ct_9"
39467,1780,"O","KZ","44","CDI",39450,"tr_6","373a","C","ct_9"
39469,1836,"O","PZ","44","CDI",29244,"tr_2","422c","C","ct_8"
39470,1170,"O","IZ","44","CDI",10477,"tr_3","561d","P","ct_9"
39473,1054,"O","QA","44","CDD",10247,"tr_6","543g","P","ct_9"
39487,1778,"O","PZ","44","CDI",21372,"tr_4","423b","P","ct_9"
39488,1603,"O","QB","44","CDI",20887,"tr_6","432d","P","ct_8"
39494,1460,"O","QB","44","CDI",5706,"tr_1","563a","N","ct_7"
39499,1820,"O","MA","44","CDI",21426,"tr_2","542a","C","ct_8"
39501,1820,"O","CI","49","CDI",46555,"tr_6","383a","C","ct_9"
39510,1818,"O","JC","44","CDI",27209,"tr_6","388c","C","ct_9"
39518,1820,"O","HZ","44","CDI",61730,"tr_6","333c","C","ct_9"
39521,1701,"O","CC","44","CDI",22585,"tr_2","485b","C","ct_9"
39523,1624,"O","RZ","44","CDI",33055,"tr_4","381c","C","ct_9"
39525,1656,"O","JC","44","CDI",27999,"tr_5","388c","C","ct_9"
39533,1574,"O","MA","44","CDI",14431,"tr_1","543b","C","ct_9"
39536,1778,"O","MA","44","CDI",49623,"tr_1","382c","C","ct_9"
39537,1598,"O","QB","44","CDI",14950,"tr_6","684a","C","ct_9"
39541,538,"O","IZ","44","CDI",5788,"tr_1","561d","C","ct_9"
39556,1820,"O","PZ","44","AUT",28588,"tr_6","341a","C","ct_1"
39557,1519,"O","FZ","44","CDI",55162,"tr_4","382d","C","ct_9"
39565,2677,"O","QB","44","CDI",11439,"tr_1","563a","N","ct_7"
39566,1857,"O","KZ","44","CDI",30305,"tr_5","462e","C","ct_9"
39571,1820,"O","FZ","44","CDI",47512,"tr_2","382a","C","ct_9"
39581,1831,"O","PZ","44","CDI",24810,"tr_4","373d","C","ct_8"
39594,1820,"O","NZ","44","CDI",61124,"tr_3","382c","C","ct_9"
39598,1641,"O","QB","44","CDI",14127,"tr_6","631a","C","ct_9"
39600,734,"O","SZ","44","CDI",7643,"tr_3","563b","P","ct_9"
39603,1691,"O","QB","44","CDI",19427,"tr_4","525d","C","ct_8"
39608,1820,"O","KZ","44","CDI",31420,"tr_1","467a","C","ct_9"
39609,1274,"O","PZ","44","AUT",12081,"tr_6","523b","P","ct_1"
39612,1757,"O","GZ","44","CDI",23690,"tr_2","624g","C","ct_9"
39615,1795,"O","NZ","92","CDI",54692,"tr_5","373b","C","ct_9"
39616,1820,"O","SZ","44","CDI",26347,"tr_4","434c","C","ct_8"
39621,1631,"O","FZ","44","CDI",18748,"tr_1","632j","C","ct_9"
39622,1589,"O","NZ","85","TTP",18491,"tr_1","676a","N","ct_9"
39623,1157,"O","GZ","44","CDI",15941,"tr_1","433d","P","ct_9"
39628,1487,"O","JA","75","CDI",50100,"tr_3","388a","C","ct_9"
39634,1820,"O","PZ","44","CDI",43717,"tr_5","372d","C","ct_8"
39636,1304,"O","PZ","44","CDI",13697,"tr_2","525a","P","ct_8"
39644,1819,"O","JC","44","CDI",36464,"tr_6","388c","C","ct_9"
39657,1451,"O","KZ","44","CDI",23200,"tr_4","467c","P","ct_9"
39658,1805,"O","QA","44","CDI",17997,"tr_6","525d","C","ct_9"
39668,991,"O","QB","44","CDD",10569,"tr_6","563b","P","ct_8"
39671,1538,"O","GZ","44","CDI",26486,"tr_2","374a","C","ct_9"
39673,1554,"O","HZ","44","CDI",21589,"tr_4","543h","C","ct_9"
39677,517,"A","FZ","44","APP",5269,"tr_1","681b","C","ct_9"
39681,593,"O","HZ","44","CDI",4410,"tr_3","676c","C","ct_9"
39689,1266,"O","QA","44","CDI",16261,"tr_3","431f","P","ct_8"
39690,1292,"O","CA","40","CDI",14334,"tr_3","462e","C","ct_9"
39695,1610,"O","FZ","31","CDI",18936,"tr_6","621a","C","ct_9"
39702,1501,"O","MA","44","CDI",12269,"tr_2","461e","C","ct_9"
39721,1441,"O","MA","44","CDI",21247,"tr_3","474a","C","ct_9"
39724,1395,"O","RZ","44","CDI",15039,"tr_5","526c","C","ct_8"
39725,1820,"O","PZ","44","CDI",29201,"tr_3","341a","C","ct_8"
39726,1123,"O","GZ","44","CDI",8556,"tr_4","551a","C","ct_9"
39727,479,"O","NZ","44","TTP",5366,"tr_1","561d","N","ct_9"
39741,1803,"O","CJ","44","CDI",26107,"tr_5","653a","C","ct_9"
39743,1820,"O","MA","93","CDI",42032,"tr_6","373b","C","ct_9"
39744,1771,"O","GZ","44","CDI",21330,"tr_4","543b","C","ct_9"
39750,1741,"O","GZ","44","CDI",18586,"tr_3","543f","C","ct_9"
39751,828,"X","MA","44","AUT",7981,"tr_4","543h","C","ct_9"
39753,542,"O","GZ","44","CDI",6629,"tr_4","643a","P","ct_9"
39756,1820,"O","JC","44","CDI",32385,"tr_3","388c","C","ct_9"
39757,1491,"O","QB","44","CDI",17453,"tr_3","526a","P","ct_8"
39759,545,"O","QB","44","CDI",5116,"tr_4","563b","P","ct_9"
39761,1820,"O","CH","44","CDI",38459,"tr_4","373d","N","ct_9"
39763,2200,"O","HZ","44","CDI",32509,"tr_2","546c","C","ct_9"
39765,1787,"O","QA","44","CDI",16923,"tr_3","526e","C","ct_9"
39771,1820,"O","QB","44","CDI",25438,"tr_5","526a","C","ct_8"
39772,1820,"O","HZ","44","CDI",63762,"tr_5","333c","C","ct_9"
39776,1744,"O","FZ","44","CDI",9230,"tr_1","641a","C","ct_9"
39782,1631,"O","MA","44","CDI",75229,"tr_3","372c","C","ct_9"
39787,1911,"O","GZ","44","CDI",18771,"tr_5","552a","C","ct_9"
39791,1720,"O","GZ","44","CDI",17553,"tr_5","543b","C","ct_9"
39797,1871,"O","QB","44","CDI",18626,"tr_6","525d","P","ct_8"
39799,1612,"O","NZ","44","CDI",14849,"tr_6","684a","C","ct_9"
39801,966,"O","PZ","44","AUT",12190,"tr_4","621f","P","ct_2"
39802,1618,"O","SZ","44","CDI",17765,"tr_3","562b","C","ct_9"
39804,1820,"O","IZ","44","CDI",20158,"tr_1","435b","C","ct_8"
39805,1593,"O","CG","44","CDD",13657,"tr_5","676e","C","ct_9"
39806,592,"O","QB","44","CDI",4983,"tr_3","563b","P","ct_9"
39813,1820,"O","HZ","44","CDI",34088,"tr_6","333c","C","ct_9"
39821,1680,"O","GZ","44","CDI",23403,"tr_6","554c","C","ct_9"
39827,1857,"O","KZ","44","CDI",21608,"tr_5","543b","C","ct_9"
39841,688,"O","HZ","44","CDI",3249,"tr_6","642b","P","ct_9"
39843,1128,"O","JB","44","AUT",27119,"tr_5","461f","P","ct_9"
39848,1701,"O","GZ","44","CDI",25948,"tr_1","462e","C","ct_9"
39852,132,"O","PZ","17","TOA",1617,"tr_6","524b","P","ct_1"
39864,1820,"O","PZ","44","CDI",30160,"tr_6","341a","C","ct_8"
39865,1820,"O","QB","44","AUT",39447,"tr_6","563a","C","ct_2"
39874,1956,"O","NZ","44","CDI",19998,"tr_1","542a","P","ct_9"
39893,1713,"O","CL","85","CDI",27142,"tr_5","478a","C","ct_9"
39894,1314,"O","QB","44","CDI",9397,"tr_3","526c","C","ct_8"
39895,1834,"O","CM","44","CDI",25798,"tr_1","627d","C","ct_9"
39899,3000,"O","QB","44","CDI",8535,"tr_0","563a","N","ct_7"
39900,1820,"O","PZ","44","TOA",17510,"tr_6","523b","C","ct_1"
39902,1820,"O","HZ","44","CDI",38096,"tr_6","333c","C","ct_9"
39906,1135,"O","QB","44","CDI",8292,"tr_1","563b","N","ct_7"
39912,1519,"O","GZ","44","CDI",15218,"tr_1","477c","C","ct_9"
39914,2028,"O","GZ","44","CDI",36807,"tr_3","653a","C","ct_9"
39917,1820,"O","MA","44","CDI",20712,"tr_2","461d","C","ct_9"
39919,1906,"O","CL","44","CDI",41849,"tr_6","388b","C","ct_9"
39933,1604,"O","QB","44","CDI",18469,"tr_2","434d","C","ct_8"
39934,1808,"O","KZ","44","CDI",21388,"tr_1","467c","N","ct_9"
39952,860,"O","GZ","56","CDI",11950,"tr_0","551a","C","ct_9"
39957,1871,"O","GZ","44","CDI",23490,"tr_3","623a","C","ct_9"
39959,1575,"O","IZ","44","CDI",12886,"tr_1","525b","P","ct_8"
39968,1820,"O","QA","44","CDI",27061,"tr_6","332b","C","ct_3"
39972,1732,"O","MC","44","CDI",24675,"tr_5","643a","C","ct_9"
39973,868,"O","IZ","44","CDI",9344,"tr_1","561e","P","ct_9"
39979,959,"O","GZ","92","CDI",4731,"tr_2","463d","C","ct_9"
39983,1842,"O","NZ","94","CDI",25521,"tr_4","543e","C","ct_9"
40003,1929,"O","GZ","91","CDI",21881,"tr_6","653a","C","ct_9"
40006,2356,"O","HZ","45","CDI",31040,"tr_3","534a","C","ct_9"
40008,710,"O","DZ","41","CDI",22061,"tr_6","477c","C","ct_9"
40014,1574,"O","MA","45","CDI",18468,"tr_1","461d","C","ct_9"
40023,1820,"O","CE","92","CDI",38296,"tr_6","372b","C","ct_9"
40024,635,"O","TZ","45","CDI",7360,"tr_1","563c","N","ct_7"
40031,631,"O","OZ","45","TOA",9680,"tr_6","524c","P","ct_2"
40035,2028,"O","JC","75","CDI",35722,"tr_1","372a","C","ct_9"
40037,1130,"O","IZ","45","CDI",13691,"tr_1","561b","C","ct_9"
40039,1132,"O","PZ","45","CDI",8359,"tr_3","525a","P","ct_8"
40043,1914,"O","CG","45","CDI",21312,"tr_6","674a","C","ct_9"
40045,1136,"O","QB","45","CDI",10052,"tr_2","526c","C","ct_9"
40047,1652,"O","FZ","77","CDI",17807,"tr_2","633a","C","ct_9"
40048,1849,"O","QA","45","AUT",20378,"tr_6","632k","C","ct_3"
40053,1820,"O","QB","45","CDI",25614,"tr_3","434d","C","ct_8"
40056,1912,"O","NZ","45","CDI",17229,"tr_5","534a","C","ct_9"
40060,469,"O","FZ","45","CDI",3165,"tr_1","681a","C","ct_9"
40062,1806,"O","JA","51","CDI",49525,"tr_5","388d","C","ct_9"
40069,2450,"O","NZ","45","CDI",22036,"tr_6","534a","C","ct_9"
40075,1728,"O","MB","45","CDI",24437,"tr_6","542a","P","ct_5"
40082,1378,"O","HZ","45","CDI",14852,"tr_0","676c","C","ct_9"
40084,1820,"O","MA","75","CDI",38793,"tr_2","372e","C","ct_9"
40089,1061,"O","PZ","45","CDD",9069,"tr_4","422e","P","ct_1"
40092,1785,"O","FZ","45","CDI",33840,"tr_3","474c","C","ct_9"
40100,1565,"A","FZ","45","APP",8809,"tr_1","681b","C","ct_6"
40102,1672,"O","NZ","45","CDI",21998,"tr_3","461e","C","ct_8"
40111,1698,"O","NZ","45","CDI",15120,"tr_3","676c","C","ct_9"
40116,1991,"O","CH","45","CDI",34398,"tr_6","384b","C","ct_9"
40128,477,"O","RZ","45","CDI",11166,"tr_1","435b","P","ct_8"
40132,1826,"O","GZ","45","CDI",38929,"tr_1","344d","C","ct_9"
40136,1779,"O","QA","45","CDI",27971,"tr_1","432d","C","ct_9"
40137,1820,"O","PZ","45","CDI",31574,"tr_3","422a","C","ct_1"
40146,1776,"O","HZ","45","CDI",17934,"tr_4","676a","C","ct_9"
40151,1624,"O","FZ","41","CDI",21275,"tr_4","481b","C","ct_9"
40153,1843,"O","QB","45","CDI",26423,"tr_3","431f","C","ct_8"
40154,692,"O","NZ","45","TTP",8326,"tr_2","551a","C","ct_9"
40167,1934,"O","QA","45","CDI",22854,"tr_6","526a","C","ct_3"
40168,1743,"O","FZ","41","CDI",21046,"tr_3","621c","C","ct_9"
40169,1907,"O","HZ","45","CDI",38333,"tr_6","333c","C","ct_9"
40170,1895,"O","CG","45","CDI",30667,"tr_6","543e","C","ct_9"
40171,427,"O","PZ","45","CDI",7542,"tr_1","354g","P","ct_6"
40174,1561,"O","GZ","45","CDI",22202,"tr_4","553c","C","ct_9"
40187,1911,"O","GZ","45","CDI",25453,"tr_6","543g","C","ct_9"
40203,1244,"O","CC","45","CDI",32049,"tr_3","485b","C","ct_9"
40207,1773,"O","CE","45","CDI",38051,"tr_6","628g","C","ct_9"
40210,1820,"O","PZ","28","CDI",21668,"tr_3","422c","C","ct_8"
40213,296,"O","GZ","45","AUT",3878,"tr_4","463e","N","ct_9"
40218,1848,"O","OZ","45","CDI",20797,"tr_6","543g","C","ct_8"
40223,1820,"O","PZ","45","AUT",28365,"tr_4","341a","C","ct_1"
40224,1653,"O","DZ","45","CDI",61222,"tr_6","386d","C","ct_9"
